X,Y,Env,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
561157.1145,4922584.008,5,1,2,2,0,1,1,0,2,0,1,1,2,2,1,2,2,2,0,2,1,1,1,2,0,1,1,0,1,1,1,2,1,1,2,1,0,0,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,0,2,0,1,1,0,0,1,2,0,2,1,0,2,1,1,2,0,2,0,1,0,2,0,1,0,1,2,0,0,2,2,1,2,0,0,1,2,2,2,1,2,2,2,2,2,1
563275.9278,4993128.816,5,2,2,2,0,2,0,0,2,0,2,2,0,1,0,2,0,0,1,2,2,1,0,0,2,1,1,2,1,0,0,1,0,0,0,1,1,1,2,1,1,0,2,1,2,2,2,0,0,2,0,0,2,0,2,1,2,2,1,1,2,1,0,1,1,2,1,0,1,1,1,1,1,1,2,2,1,1,1,2,1,2,0,2,2,1,0,0,2,1,0,2,2,1,0,2,1,2,1,2,1
558945.388,4951936.214,0,2,2,1,1,0,2,2,1,0,2,0,2,1,0,0,0,0,0,2,2,1,1,2,1,1,0,0,1,0,2,1,1,1,1,0,1,0,0,1,1,2,2,2,1,0,2,0,1,0,0,0,2,2,0,0,2,1,1,0,0,0,2,2,1,1,2,2,0,2,1,0,2,0,2,0,0,1,2,1,1,1,1,1,2,0,1,0,1,1,0,2,1,0,0,2,1,1,1,2,2
527346.5961,4922471.813,0,0,2,2,1,1,2,0,1,0,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,0,1,1,2,0,2,1,0,0,2,0,2,2,1,2,1,1,2,0,0,1,2,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,2,0,0,2,2,2,0,2,1,0,1,1,0,2,0,1,0,2,1,2
524574.8858,4928239.673,0,0,0,1,0,0,2,1,1,1,1,0,2,2,1,2,2,1,1,1,0,0,1,2,1,2,2,0,1,0,1,1,1,2,1,1,0,2,0,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,1,1,0,0,0,2,2,2,1,0,0,1,1,2,1,1,1,2,1,0,1,0,0,2,0,1,2,1,2,1,1,1,1,0,1,0,1,1,0,1,2,2,2
531267.4404,4997543.315,5,2,0,1,1,1,1,0,2,1,2,1,2,1,0,2,1,1,2,2,1,1,2,0,2,0,2,1,2,1,1,2,1,2,1,1,1,1,1,1,0,0,2,1,0,0,1,2,0,0,1,1,2,2,2,1,1,1,0,2,2,1,2,0,1,0,2,0,1,1,0,0,1,1,0,1,1,0,1,1,1,2,1,2,0,0,2,2,1,2,0,0,1,0,1,1,0,1,1,1,1
505375.817,4978780.96,5,2,1,2,1,2,2,1,2,1,1,1,0,0,2,2,1,2,0,2,1,0,2,1,0,0,0,2,2,1,1,1,0,1,2,0,2,2,2,2,1,2,2,0,1,1,2,2,1,1,1,0,2,1,1,2,0,1,0,2,1,1,0,2,1,0,1,2,0,2,1,1,0,0,2,2,1,1,2,1,1,0,2,1,1,2,0,1,2,1,2,2,1,0,0,0,1,1,2,2,1
514703.557,4913155.482,0,0,2,1,1,0,2,1,1,1,1,0,2,0,1,1,1,1,0,1,1,1,0,2,0,2,2,1,2,1,2,1,2,2,1,1,2,0,1,0,1,0,1,2,2,0,2,2,0,0,1,1,1,1,2,0,1,0,1,0,1,1,0,1,1,0,1,2,1,0,1,2,2,2,2,2,1,0,2,0,2,2,1,0,0,1,0,0,0,1,1,0,2,1,2,0,2,1,2,2,2
521506.3213,4972241.804,5,2,1,0,2,1,1,1,1,1,2,0,0,1,2,2,1,1,2,2,0,1,1,2,1,1,0,0,1,0,0,0,1,1,2,1,2,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,2,2,2,2,1,0,1,1,2,2,1,1,0,2,1,1,1,1,1,1,0,0,2,2,0,2,2,0,2,1,2,1,2,2,0,1,1,1,1,1,1,1
551396.3307,4993198.483,5,2,2,2,1,1,1,2,1,2,2,0,1,2,0,0,0,0,1,2,2,0,0,1,1,0,0,0,0,1,2,0,0,2,1,0,0,0,2,1,0,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,0,2,2,1,2,0,2,0,0,1,0,1,2,1,2,1,0,1,1,0,0,0,1,1,2,2,1,0,0,1,1,1,1,0,1,2,1,2,0,1,1,2,2,1
550210.2886,4909500.324,0,0,2,1,0,0,2,2,1,1,2,0,2,2,1,1,1,1,2,1,2,1,1,2,0,2,1,0,1,0,2,1,1,2,1,1,1,1,2,2,1,0,2,1,1,0,2,0,1,1,1,1,2,0,0,2,2,2,1,1,0,0,0,0,1,2,1,1,1,1,1,2,1,0,1,1,2,2,0,1,1,2,1,0,1,1,2,1,0,0,1,1,2,0,2,0,0,1,2,2,2
555346.03,4918428.108,5,0,2,1,0,2,1,1,2,0,1,1,2,2,2,0,0,0,1,2,2,1,0,1,0,2,2,0,1,0,1,1,1,2,0,1,1,2,1,2,1,1,0,1,1,0,1,0,1,1,1,1,2,2,1,0,1,1,0,0,1,2,2,0,2,0,2,1,0,2,1,1,2,1,1,1,1,1,0,0,1,2,0,1,1,1,0,2,0,0,0,2,1,1,1,0,2,2,2,1,2
542385.068,4987266.415,5,2,1,1,0,1,1,1,2,0,1,1,1,1,0,0,2,1,2,1,0,2,1,1,0,1,0,1,2,1,0,2,0,1,0,1,1,2,1,1,2,2,0,1,2,1,1,0,2,0,1,2,1,0,1,1,0,2,2,1,2,1,0,1,1,0,2,0,2,2,1,1,0,1,2,2,0,1,2,1,0,1,2,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,2,2,1
513137.3413,4909249.802,0,0,2,1,2,1,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,0,0,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,0,1,0,2,2,1,2,1,0,0,1,2,2,1,2,2,1,0,1,0,1,2,1,0,0,1,1,1,1,0,2,2,2,0,1,2,2,0,2,1,2,2,0,2,1,2,2,2,0,0,0,0,0,1,1,2,1,1,1,1,1
480147.9804,4924636.613,5,0,1,0,1,2,1,2,1,1,0,0,2,0,1,1,1,0,2,1,1,1,0,2,1,1,2,2,2,0,1,0,1,1,1,2,2,2,2,1,1,1,1,2,1,0,0,2,2,0,1,2,0,1,1,1,2,1,1,2,1,2,0,0,2,1,1,1,2,1,1,1,2,1,1,2,0,1,1,0,1,2,2,1,0,2,2,2,1,1,2,0,1,1,0,2,1,1,2,2,1
527474.3217,4973813.591,5,2,2,2,2,1,1,1,1,0,1,1,0,1,2,1,1,1,2,2,2,1,2,0,0,1,0,1,1,0,2,1,0,0,1,2,2,1,1,1,1,2,2,1,0,0,1,0,1,0,0,2,1,2,0,2,0,0,0,2,2,1,2,1,1,0,1,1,2,1,1,1,1,2,2,0,0,0,0,0,2,2,2,2,1,1,2,1,2,1,0,1,2,0,2,0,2,0,1,2,2
541721.7245,4979103.848,5,2,2,2,1,1,1,1,2,2,2,0,1,2,1,0,1,1,1,2,2,1,2,0,0,0,2,1,1,1,0,0,1,1,2,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,1,2,1,1,0,1,1,1,1,1,2,1,1,2,0,2,2,0,2,1,0,1,0,1,2,0,2,0,2,2,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0
556189.5311,4919521.231,0,0,1,1,0,1,1,2,1,0,1,1,1,2,1,2,1,1,2,1,0,1,0,1,0,2,2,0,1,2,2,0,0,2,0,2,2,2,2,2,2,1,0,2,2,1,2,1,1,2,2,0,1,2,0,1,0,0,1,1,1,1,2,0,0,1,0,2,2,0,0,0,2,0,0,2,1,2,2,1,1,1,0,0,2,1,0,2,0,0,2,2,2,2,0,0,0,2,2,2,1
516182.7461,4947192.747,0,1,1,2,1,1,2,0,1,0,1,2,1,1,1,2,1,0,0,0,1,1,2,2,0,1,2,0,1,0,1,2,0,0,0,1,0,2,0,2,1,1,2,1,2,1,2,1,1,0,1,1,1,0,2,1,1,1,2,2,0,2,1,0,1,1,2,1,0,1,0,2,2,0,1,2,0,1,2,1,2,2,0,0,2,2,0,0,0,1,0,2,2,1,0,1,2,2,2,1,1
484743.5268,4950900.485,0,1,1,2,1,1,0,2,2,2,1,0,0,0,0,2,1,1,2,2,1,2,2,2,2,2,1,1,2,0,0,1,0,2,1,1,1,0,0,1,2,1,2,2,0,0,2,1,2,1,1,0,2,1,0,2,1,2,2,1,1,2,0,2,2,1,1,0,1,0,1,0,2,2,0,2,2,0,2,2,0,0,2,2,1,1,0,2,0,2,1,2,2,0,0,0,2,2,1,2,0
536766.4241,4939903.185,0,0,2,0,0,1,2,1,1,0,2,2,0,2,1,2,1,1,2,1,1,2,2,1,0,1,2,2,0,1,2,2,1,0,0,2,0,2,1,2,2,1,2,1,1,0,1,0,1,2,2,1,2,2,0,2,0,0,1,1,1,2,1,1,2,2,0,0,1,1,0,2,2,1,0,2,1,0,1,0,1,2,1,1,2,1,2,1,1,2,1,1,2,2,0,1,2,2,2,2,2
502412.2699,4980490.588,5,2,2,0,1,1,2,2,2,0,0,1,1,0,1,2,2,1,2,1,1,1,2,1,0,1,1,2,0,0,1,2,1,1,1,0,1,1,1,2,0,1,2,2,0,0,2,2,1,0,1,2,0,2,1,1,1,2,1,2,0,1,1,1,1,0,2,0,0,2,0,2,0,0,1,1,0,2,0,1,1,0,2,0,0,0,1,1,2,2,0,2,1,0,2,0,0,1,1,2,1
490832.8404,4996152.244,5,2,2,2,1,1,0,2,2,2,0,2,1,0,1,2,1,1,1,2,2,0,1,1,2,2,1,2,1,0,2,1,0,2,1,1,0,2,2,1,0,0,2,0,1,0,2,2,1,1,0,1,1,0,1,2,0,0,2,2,1,2,1,1,2,0,1,2,2,1,1,1,0,1,0,2,0,2,2,1,2,0,0,1,2,1,1,1,1,0,2,2,1,0,1,0,0,1,1,2,0
556658.5752,4957617.078,0,2,1,1,2,1,2,1,2,0,2,0,0,1,1,2,0,1,1,1,0,1,2,2,0,2,2,1,0,0,1,0,0,1,1,2,0,0,1,2,0,2,1,2,2,0,0,0,0,1,1,2,1,2,0,2,1,1,1,1,1,0,2,1,1,0,2,2,1,1,2,2,1,0,1,0,0,1,1,1,1,2,2,2,2,1,0,1,2,0,0,2,1,1,2,2,0,0,2,1,2
507436.0315,4968950.321,5,1,2,1,1,2,2,2,1,1,1,1,0,0,1,2,1,2,1,1,1,1,0,2,1,0,2,0,1,1,1,1,0,2,1,0,2,0,1,2,1,2,2,0,0,0,2,1,0,1,0,1,2,2,0,2,0,2,1,1,1,1,0,1,1,1,0,0,2,0,0,1,1,1,0,2,1,1,1,1,2,1,1,0,0,0,2,1,0,1,2,1,0,1,0,0,2,0,2,0,2
479223.4634,4946315.41,5,0,2,2,1,1,1,0,2,0,1,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,0,2,1,1,1,2,0,1,1,0,2,0,0,2,2,1,2,0,1,2,0,2,1,0,0,2,1,2,2,0,0,1,1,1,1,0,2,1,2,0,1,1,2,0,0,2,1,2,1,1,0,1,2,1,1,2,1,2,0,1,0,2,0,2,1,0,0,0,0,1,1
568572.4642,4968515.73,0,2,1,1,0,2,2,1,1,2,1,0,0,1,1,2,1,1,1,1,2,1,2,1,0,2,2,0,0,1,0,0,0,0,1,0,2,1,0,2,1,2,2,2,1,1,2,0,2,2,1,0,1,1,0,1,0,0,0,1,2,1,1,1,2,2,2,0,0,0,0,1,1,0,2,2,0,1,1,2,0,1,2,2,0,0,0,1,2,2,0,2,2,1,0,1,0,2,2,2,2
523419.6791,4996999.082,5,2,2,2,1,2,1,1,2,2,1,2,0,1,2,2,2,2,1,2,2,1,2,2,1,0,1,1,2,1,0,2,0,2,1,1,1,2,1,0,2,0,2,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,2,1,2,0,0,1,2,1,1,1,1,1,1,0,2,0,1,0,2,1,1,2,1,2,1,2,0,1,1,1,0,0,1,1,2,2,0
563521.6513,4979328.036,0,1,2,1,1,0,2,1,2,1,0,1,0,2,1,0,2,1,1,2,1,0,2,1,0,1,2,1,2,0,1,0,0,1,1,0,0,2,1,0,1,0,2,2,0,1,2,1,1,1,0,0,2,1,0,0,2,0,1,2,1,1,1,1,2,1,1,1,2,2,2,0,0,2,2,1,0,1,1,2,0,2,2,1,1,0,1,0,1,1,0,2,2,2,0,1,1,2,2,1,2
552516.2105,4982238.62,5,2,1,0,0,1,2,1,1,1,2,1,2,2,0,0,1,2,1,1,1,1,2,0,1,0,0,1,1,1,0,2,0,2,1,0,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,0,2,2,1,1,2,2,1,0,1,1,0,1,2,1,1,1,1,2,2,1,1,0,1,0,1,1,2,2,0,2,2,2,2,1,0,1,2,1,0,1,2,1,0,2,1,2,2,1,0
502890.7087,4975099.128,0,2,2,2,2,2,2,2,2,1,0,2,0,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,0,1,0,1,1,2,1,0,2,0,1,0,0,2,0,2,2,0,1,1,0,2,2,1,2,1,2,0,1,2,1,0,1,1,1,0,2,0,1,1,1,2,0,2,0,2,0,1,1,1,1,2,1,1,0,0,0,2,0,2,1,2,1,0,0,1,0,2,2,1,1
510648.9141,4984988.924,5,2,1,1,2,0,0,1,1,1,2,1,1,0,0,1,1,0,2,2,1,1,2,1,2,0,0,1,2,0,1,2,0,2,0,1,2,1,0,1,0,1,1,2,0,1,2,1,1,0,1,0,0,2,1,1,0,1,0,2,1,1,1,2,1,0,0,1,1,2,2,1,2,1,2,2,0,2,2,0,1,1,1,1,0,0,2,1,1,1,2,1,2,0,0,0,0,1,1,2,0
524075.5828,4988016.766,5,2,2,1,1,2,1,1,2,2,2,0,1,2,2,2,0,1,1,2,0,1,2,2,1,0,1,0,2,0,0,1,0,1,2,1,2,1,2,2,1,2,2,1,1,1,0,1,0,0,0,0,1,1,1,2,1,0,0,2,2,1,2,1,2,0,2,0,0,1,2,2,2,2,0,1,1,2,0,2,0,1,1,1,2,1,2,1,0,1,0,1,2,2,2,0,1,2,2,2,1
562191.944,4927986.609,5,2,0,0,0,0,2,1,0,1,2,2,2,0,2,1,1,0,2,1,0,0,1,1,2,0,1,2,0,2,1,0,1,2,0,1,1,0,0,2,0,1,2,1,2,0,1,2,1,0,0,2,2,0,0,0,1,1,2,1,0,1,2,0,2,1,2,1,1,0,1,1,2,0,1,0,0,1,0,1,1,2,0,0,1,0,0,2,0,2,0,2,1,0,2,0,1,2,2,2,2
508881.6892,4993604.139,5,2,2,1,1,0,1,1,2,2,2,1,0,0,2,2,1,0,2,2,1,1,2,2,0,0,0,1,2,2,1,1,0,1,0,1,2,2,2,1,0,1,1,0,0,0,2,1,2,0,1,1,1,2,0,2,0,1,0,2,2,1,1,1,1,0,1,1,1,1,1,2,2,1,1,2,1,2,2,0,0,2,1,1,0,0,2,1,1,1,2,2,2,1,0,0,1,1,2,0,1
545374.6381,4960181.546,5,2,1,0,1,1,2,1,1,1,2,0,1,2,1,0,0,1,2,2,2,1,2,0,0,0,2,0,0,0,1,1,0,0,1,1,2,1,2,2,1,1,1,0,2,2,1,0,1,0,0,2,0,1,0,2,2,2,0,2,0,0,2,2,2,1,1,2,0,1,1,2,2,1,2,1,0,0,1,1,2,2,2,1,2,0,0,0,0,1,0,2,1,2,0,1,0,2,2,2,2
493418.924,4985871.013,5,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,0,2,1,0,1,1,2,0,1,1,0,0,0,0,0,0,2,2,2,0,0,1,0,1,1,2,0,1,2,2,1,2,1,0,0,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,0,2,1,2,0,1,1,2,1,2,1,0,1,2,2,1,1,2,0,1,1,2,2,2,1,1,1,0,2,0,1,2,1
502462.8882,4987123.755,5,2,0,2,1,2,1,1,2,2,2,2,1,0,0,2,0,0,2,2,0,0,1,2,1,2,1,0,0,1,1,2,0,0,1,1,2,1,2,1,2,0,1,0,1,1,1,1,1,0,2,0,2,1,0,1,0,0,1,1,2,1,1,1,1,1,1,0,0,0,1,2,2,1,1,1,2,2,1,1,2,2,0,0,0,2,1,1,1,1,1,2,1,1,0,0,0,0,1,1,2
507976.0206,4947420.773,0,0,1,2,1,1,0,1,2,1,2,0,1,2,0,1,0,0,1,2,2,0,1,0,1,2,2,2,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,0,1,1,1,0,2,0,0,1,1,2,1,1,1,1,1,0,1,2,2,1,0,2,0,1,2,1,2,2,2,0,2,2,0,1,1,1,0,2,2,0,1,2,0,2,0,1,2
546437.0963,4956782.739,5,2,1,1,2,2,0,1,2,2,1,0,0,0,1,0,0,0,2,2,2,0,1,0,1,0,2,0,2,0,1,2,1,2,0,0,2,0,1,0,2,1,0,0,1,0,2,0,0,1,0,0,0,2,0,1,2,1,0,2,2,1,2,0,2,0,0,0,0,1,2,1,2,0,2,0,2,1,0,0,1,2,1,2,1,2,0,2,1,1,0,2,0,2,0,1,0,2,2,0,2
530362.2897,4971366.078,5,2,0,1,2,1,0,0,1,1,0,0,0,1,2,2,1,1,2,2,2,0,1,1,2,0,1,0,1,0,1,1,2,0,2,2,2,1,2,0,1,1,2,2,0,0,0,0,1,0,0,2,0,1,0,2,0,1,1,2,1,0,1,0,0,1,1,1,0,2,2,0,2,2,1,0,0,2,1,1,1,2,2,2,0,2,0,2,1,1,0,2,2,1,1,1,0,1,2,2,2
527784.3668,4951375.389,0,2,2,1,0,2,0,2,1,1,1,2,1,1,1,2,2,1,0,2,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,0,1,0,2,1,2,2,2,1,2,1,2,1,2,1,2,1,0,0,1,1,1,1,2,1,2,1,1,2,1,0,1,0,0,1,1,0,1,2,0,0,0,1,2,2,2,2,2,2,2,0,0,1,1,1,2,1,2,0,2,1,1,1,2
531088.2808,4958459.612,5,1,1,2,1,2,1,2,2,1,2,0,2,2,2,2,0,1,2,1,1,1,1,1,2,2,0,1,0,1,2,1,1,1,1,0,2,0,1,2,2,1,0,1,2,0,1,0,1,1,0,2,1,1,0,1,1,2,2,0,1,0,2,1,1,1,1,0,1,2,0,2,0,1,2,1,1,0,1,1,1,1,2,1,2,1,2,1,0,1,0,2,2,0,2,1,2,1,0,2,1
523516.3337,4906457.581,0,0,2,2,1,2,1,1,0,2,2,0,2,2,1,1,1,1,1,1,2,1,1,1,1,2,0,2,1,1,1,1,1,1,1,2,2,0,2,1,1,1,2,2,2,0,1,2,2,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,2,2,0,0,2,2,2,2,2,1,2,2,0,1,2,1,1,2,1,1,1,0,1,1,1,1,2,0,1,1,2,2,2,1
500021.1651,4993743.789,5,2,0,0,2,0,2,2,1,1,1,0,0,1,2,2,0,0,1,1,2,1,0,2,2,2,1,1,2,0,2,1,1,1,0,0,2,1,1,2,0,0,2,2,0,1,1,2,1,1,0,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,0,0,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,0,1,1,1,1,0,0,2,2,1,0,1,0,0,1,1,1,1
505127.7799,4925842.579,0,0,0,2,2,1,1,1,1,0,1,0,1,1,2,0,0,1,1,0,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,0,2,1,2,1,1,1,2,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,2,1,2,0,0,2,0,1,2,2,0,2,2,2,2,2,1,1,2,1,0,1,1,2,2,0,0,2,1,1,2,1,1,2,1,1,1,1
556060.5638,4986537.71,5,1,2,1,0,0,1,2,1,1,1,1,0,2,0,1,2,0,2,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,2,0,2,1,2,1,2,0,1,1,1,0,2,0,2,0,1,1,1,1,2,0,1,0,1,1,0,1,0,2,1,1,0,1,1,0,0,0,2,1,0,2,2,2,1,1,0,0,0,1,0,2,2,2,0,2,1,2,2,1,1
566072.6763,4932312.755,5,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,0,1,0,1,0,1,0,0,1,2,0,1,2,0,2,2,1,1,2,1,0,2,1,2,0,0,0,2,0,0,0,2,1,0,1,2,2,2,0,1,0,2,0,2,2,2,1,0,2,1,1,2,0,1,1,1,1,1,1,2,2,1,2,2,0,0,1,0,0,0,2,1,0,1,0,2,2,2,2,0
536314.3971,4983875.057,5,2,1,2,2,1,1,1,2,1,2,2,1,2,0,1,1,1,2,2,2,2,1,1,2,0,0,0,1,2,0,1,0,1,2,1,1,1,1,1,0,0,1,2,1,0,1,0,0,2,0,1,2,1,0,0,1,0,0,2,1,1,0,1,1,1,0,0,2,1,1,2,0,1,2,0,0,2,1,0,1,2,1,2,1,1,2,0,1,1,1,1,1,2,1,2,0,1,2,0,0
559508.9385,4977399.085,0,2,2,1,0,0,0,0,2,2,2,2,0,2,1,0,2,1,2,2,0,1,1,0,1,2,1,1,0,1,2,1,0,1,2,0,2,1,1,0,2,0,2,0,2,2,2,0,0,1,2,0,1,2,1,0,2,0,1,1,0,0,2,2,2,1,0,2,0,2,0,1,0,1,2,2,0,1,1,0,1,2,2,2,2,2,0,1,1,1,0,2,1,0,1,2,0,2,2,1,2
514008.3697,4946130.995,0,0,2,2,1,2,1,2,1,0,1,0,1,1,1,1,0,2,0,2,2,1,1,2,2,1,2,0,2,1,1,1,0,1,0,1,1,1,1,1,1,1,2,0,1,1,1,2,1,0,1,1,1,0,0,2,0,0,2,2,1,2,1,0,0,2,2,2,0,0,1,1,2,0,2,2,0,0,1,1,1,1,1,0,2,0,0,2,0,1,0,2,1,0,2,1,1,2,2,1,2
536468.0138,4982174.724,5,2,2,1,2,2,1,0,2,1,2,1,0,2,0,1,1,0,0,2,2,0,2,1,0,0,0,0,1,1,1,1,0,2,2,0,2,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,2,0,2,1,0,1,1,2,1,1,0,0,1,0,1,1,0,1,0,0,0,2,0,2,2,1,1,1,1,0,2,0,1,0,0,2,2,0,1,1,1,1,1,2
486118.2055,4966846.834,0,0,1,2,0,1,2,2,1,0,0,2,1,1,2,2,0,1,0,2,2,2,1,0,2,0,2,2,1,0,0,1,0,2,1,1,0,1,1,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,0,2,1,2,0,2,1,2,1,0,2,1,2,1,2,1,0,1,2,1,1,2,1,2,1,0,0,2,1,0,0,2,0,1,1,0,0,2,2,0,1,0,1,1,2,2,1
549328.4689,4948450.533,0,1,2,1,1,2,1,2,1,0,2,1,2,2,1,1,1,0,1,1,1,2,0,1,0,1,0,1,1,0,2,1,1,2,1,0,2,1,2,2,1,1,1,2,2,0,1,0,1,2,2,0,1,1,1,0,2,1,1,2,1,0,1,0,1,2,0,2,2,2,1,0,2,2,1,2,0,0,1,1,1,2,1,0,1,1,2,0,1,0,0,2,1,1,0,0,1,1,2,0,2
557445.1501,4993198.168,0,2,2,1,1,2,1,1,2,2,2,2,1,1,0,0,0,0,1,2,2,1,1,0,2,0,1,1,1,1,1,0,0,1,1,0,1,2,0,0,1,0,2,2,1,2,1,0,1,0,1,1,2,1,1,1,2,2,2,1,2,0,0,0,1,1,1,1,1,2,2,2,1,0,2,1,0,0,0,1,1,2,2,1,1,0,0,0,1,0,0,1,0,2,0,2,1,1,1,1,2
507437.1782,4962874.451,5,2,1,2,2,2,2,2,0,0,1,1,1,1,0,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,2,1,2,0,2,2,0,0,2,1,0,2,1,1,0,1,2,1,0,0,1,2,2,0,1,0,2,1,1,1,2,0,1,1,1,1,1,2,1,0,1,0,1,2,1,0,2,1,1,1,1,1,1,2,2,1,2,0,1,1,0,1,1,1,0,1
525226.4207,4925712.038,0,1,2,1,1,0,2,0,0,1,1,1,1,0,0,1,0,0,1,2,1,0,1,1,0,2,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,0,1,1,2,1,1,1,1,0,2,2,2,2,1,1,1,1,0,2,1,1,2,2,2,1,2,1,0,1,1,1,1,0,1,2,0,1,1,1,1,2,0,2,0,1,2,1,2,2,1,2,1,0,0,2,1,1,1,1,1
560362.4686,4959995.689,0,2,2,0,0,1,0,2,1,2,1,2,2,0,0,1,1,1,2,2,2,2,1,0,0,1,1,0,1,0,0,2,2,2,1,1,1,0,1,2,2,0,1,2,2,1,1,1,0,0,2,0,2,0,1,1,0,1,1,0,0,0,2,0,2,1,0,0,1,1,2,0,0,0,2,1,0,0,2,0,0,0,2,1,1,0,2,1,1,1,0,2,2,0,0,2,0,1,2,2,2
533190.6247,4973931.105,5,2,0,2,1,2,1,2,2,0,1,1,0,0,0,1,1,1,2,2,2,0,2,1,1,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,0,0,1,1,1,0,1,0,2,2,1,1,0,1,0,0,1,1,1,2,2,2,1,0,1,1,0,2,2,1,2,2,0,1,1,0,1,2,2,1,2,1,0,2,0,1,0,2,1,0,2,0,0,2,1,1,2
502081.6954,4925398.359,0,0,2,1,2,1,1,2,0,0,1,0,2,0,1,0,0,0,2,2,2,2,1,2,0,0,2,2,1,2,0,0,2,1,0,2,1,1,2,1,0,0,0,0,2,1,1,2,2,0,1,0,1,1,1,2,0,0,2,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,2,2,0,0,2,0,0,2,0,1,1,2,2,0,2,1,0,0,2,2,2,0,2,1,2,2,1
521856.0175,4942902.986,0,0,2,2,2,2,1,0,2,0,2,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,2,2,0,1,0,1,2,2,1,2,2,1,0,0,2,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,2,1,0,1,0,2,2,0,0,1,0,0,1,2,1,2,1,0,2,1,0,1,1,1,2,2,2,0,0,1,1,1,1,2,2
566505.9383,4931230.987,5,2,2,1,0,0,2,2,0,1,2,1,2,1,1,1,1,0,2,2,1,1,2,1,2,0,1,0,0,1,1,1,1,1,2,0,1,1,1,1,2,2,2,1,2,0,2,1,1,2,0,1,2,2,0,2,1,0,1,2,1,0,2,2,2,0,1,0,2,0,1,1,2,0,1,1,0,0,1,0,0,2,2,2,2,1,0,1,1,1,0,2,2,1,2,2,1,1,1,2,2
522611.7715,4994652.572,5,1,0,1,0,1,2,2,0,2,0,1,0,1,0,0,1,2,2,2,1,2,2,2,0,0,1,1,1,0,2,1,1,1,0,2,2,2,1,1,2,0,2,2,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,0,2,2,1,0,1,1,1,0,1,1,2,2,0,2,1,2,1,1,1,0,2,1,1,0,1,2,2,2,0,1,0,2,1,1,1,2,0,0,0
558352.5226,4966641.42,0,2,0,1,0,0,2,2,1,1,0,1,1,2,1,1,2,2,0,0,2,0,0,0,1,2,2,0,1,2,2,1,1,1,1,0,0,1,1,2,2,0,1,0,2,2,1,1,0,2,1,1,2,1,1,1,2,0,1,0,0,2,1,0,2,0,0,2,0,2,0,1,1,0,1,2,1,1,1,0,0,1,2,2,0,0,1,0,1,1,0,2,2,2,0,1,0,1,2,1,2
